Market,State,Issuer_Name,Plan_ID,Plan_Type,Metal_Level,Claims_Received,Claims_Denied,Appeals_Overturned_Rate,Denial_Rate
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460957,HMO,Silver,189063,75625,56.6%,40.0%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460958,HMO,Silver,1623,551,56.6%,33.9%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460959,HMO,Silver,2792,1184,56.6%,42.4%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460960,HMO,Silver,13460,5848,56.6%,43.4%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460961,HMO,Silver,6165,2121,56.6%,34.4%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460962,HMO,Silver,14172,6060,56.6%,42.8%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460963,HMO,Silver,1908,766,56.6%,40.1%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460964,HMO,Silver,6372,2127,56.6%,33.4%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460965,HMO,Silver,95367,32422,56.6%,34.0%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460966,HMO,Silver,9107,2902,56.6%,31.9%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460967,HMO,Silver,24294,10215,56.6%,42.0%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460968,HMO,Silver,17644,6218,56.6%,35.2%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460969,HMO,Silver,3046,963,56.6%,31.6%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460970,HMO,Silver,90100,30977,56.6%,34.4%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460971,HMO,Silver,3028,1026,56.6%,33.9%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460972,HMO,Silver,25023,9250,56.6%,37.0%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460973,HMO,Silver,18154,6194,56.6%,34.1%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460974,HMO,Silver,5107,1694,56.6%,33.2%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460975,HMO,Silver,1225,554,56.6%,45.2%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460976,HMO,Silver,44875,13812,56.6%,30.8%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460977,HMO,Silver,23734,8826,56.6%,37.2%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460978,HMO,Silver,5878,2204,56.6%,37.5%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0460979,HMO,Silver,6050,2553,56.6%,42.2%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0461069,HMO,Silver,227811,82530,56.6%,36.2%
Individual,TX,Blue Cross Blue Shield of Texas,33602TX0461070,HMO,Silver,50166,18764,56.6%,37.4%
Individual,TX,CHRISTUS Health Plan,66252TX0030001,HMO,Bronze Expanded,23945,1943,12.8%,8.1%
Individual,TX,CHRISTUS Health Plan,66252TX0030002,HMO,Bronze Expanded,10505,2310,12.8%,22.0%
Individual,TX,CHRISTUS Health Plan,66252TX0030003,HMO,Bronze Expanded,44255,7508,12.8%,17.0%
Individual,TX,CHRISTUS Health Plan,66252TX0030006,HMO,Bronze Expanded,612,40,12.8%,6.5%
Individual,TX,CHRISTUS Health Plan,66252TX0030007,HMO,Bronze Expanded,5815,484,12.8%,8.3%
Individual,TX,CHRISTUS Health Plan,66252TX0030009,HMO,Bronze Expanded,347,60,12.8%,17.3%
Individual,TX,CHRISTUS Health Plan,66252TX0030012,HMO,Bronze Expanded,9403,1448,12.8%,15.4%
Individual,TX,CHRISTUS Health Plan,66252TX0030013,HMO,Bronze Expanded,9003,1830,12.8%,20.3%
Individual,TX,CHRISTUS Health Plan,66252TX0140001,HMO,Bronze Expanded,5567,448,12.8%,8.0%
Individual,TX,CHRISTUS Health Plan,66252TX0140002,HMO,Bronze Expanded,2301,432,12.8%,18.8%
Individual,TX,CHRISTUS Health Plan,66252TX0140003,HMO,Bronze Expanded,8078,1505,12.8%,18.6%
Individual,TX,CHRISTUS Health Plan,66252TX0140007,HMO,Bronze Expanded,1095,82,12.8%,7.5%
Individual,TX,CHRISTUS Health Plan,66252TX0140009,HMO,Bronze Expanded,294,41,12.8%,13.9%
Individual,TX,CHRISTUS Health Plan,66252TX0140012,HMO,Bronze Expanded,2167,402,12.8%,18.6%
Individual,TX,CHRISTUS Health Plan,66252TX0140013,HMO,Bronze Expanded,1850,250,12.8%,13.5%
Individual,TX,CHRISTUS Health Plan,66252TX0010001,HMO,Catastrophic,241,16,12.8%,6.6%
Individual,TX,CHRISTUS Health Plan,66252TX0010002,HMO,Catastrophic,233,33,12.8%,14.2%
Individual,TX,CHRISTUS Health Plan,66252TX0010003,HMO,Catastrophic,504,112,12.8%,22.2%
Individual,TX,CHRISTUS Health Plan,66252TX0010012,HMO,Catastrophic,207,45,12.8%,21.7%
Individual,TX,CHRISTUS Health Plan,66252TX0010013,HMO,Catastrophic,50,14,12.8%,28.0%
Individual,TX,CHRISTUS Health Plan,66252TX0070001,HMO,Gold,36111,2483,12.8%,6.9%
Individual,TX,CHRISTUS Health Plan,66252TX0070002,HMO,Gold,18576,3440,12.8%,18.5%
Individual,TX,CHRISTUS Health Plan,66252TX0070003,HMO,Gold,57906,9181,12.8%,15.9%
Individual,TX,CHRISTUS Health Plan,66252TX0070007,HMO,Gold,4418,251,12.8%,5.7%
Individual,TX,CHRISTUS Health Plan,66252TX0070009,HMO,Gold,2789,480,12.8%,17.2%
Individual,TX,CHRISTUS Health Plan,66252TX0070011,HMO,Gold,101,36,12.8%,35.6%
Individual,TX,CHRISTUS Health Plan,66252TX0070012,HMO,Gold,4944,968,12.8%,19.6%
Individual,TX,CHRISTUS Health Plan,66252TX0070013,HMO,Gold,14441,2705,12.8%,18.7%
Individual,TX,CHRISTUS Health Plan,66252TX0130001,HMO,Gold,10110,711,12.8%,7.0%
Individual,TX,CHRISTUS Health Plan,66252TX0130002,HMO,Gold,5087,927,12.8%,18.2%
Individual,TX,CHRISTUS Health Plan,66252TX0130003,HMO,Gold,13087,2115,12.8%,16.2%
Individual,TX,CHRISTUS Health Plan,66252TX0130006,HMO,Gold,247,17,12.8%,6.9%
Individual,TX,CHRISTUS Health Plan,66252TX0130007,HMO,Gold,2362,200,12.8%,8.5%
Individual,TX,CHRISTUS Health Plan,66252TX0130009,HMO,Gold,335,51,12.8%,15.2%
Individual,TX,CHRISTUS Health Plan,66252TX0130012,HMO,Gold,1781,320,12.8%,18.0%
Individual,TX,CHRISTUS Health Plan,66252TX0130013,HMO,Gold,3835,672,12.8%,17.5%
Individual,TX,CHRISTUS Health Plan,66252TX0290001,HMO,Gold,10794,865,12.8%,8.0%
Individual,TX,CHRISTUS Health Plan,66252TX0290002,HMO,Gold,7225,1789,12.8%,24.8%
Individual,TX,CHRISTUS Health Plan,66252TX0290003,HMO,Gold,66047,12085,12.8%,18.3%
Individual,TX,CHRISTUS Health Plan,66252TX0290007,HMO,Gold,4538,375,12.8%,8.3%
Individual,TX,CHRISTUS Health Plan,66252TX0290009,HMO,Gold,837,103,12.8%,12.3%
Individual,TX,CHRISTUS Health Plan,66252TX0290012,HMO,Gold,6276,1139,12.8%,18.1%
Individual,TX,CHRISTUS Health Plan,66252TX0290013,HMO,Gold,5548,835,12.8%,15.1%
Individual,TX,CHRISTUS Health Plan,66252TX0040001,HMO,Silver,25759,1638,12.8%,6.4%
Individual,TX,CHRISTUS Health Plan,66252TX0040002,HMO,Silver,9742,1693,12.8%,17.4%
Individual,TX,CHRISTUS Health Plan,66252TX0040003,HMO,Silver,18065,3081,12.8%,17.1%
Individual,TX,CHRISTUS Health Plan,66252TX0040006,HMO,Silver,201,138,12.8%,68.7%
Individual,TX,CHRISTUS Health Plan,66252TX0040007,HMO,Silver,2069,184,12.8%,8.9%
Individual,TX,CHRISTUS Health Plan,66252TX0040009,HMO,Silver,121,26,12.8%,21.5%
Individual,TX,CHRISTUS Health Plan,66252TX0040012,HMO,Silver,1716,280,12.8%,16.3%
Individual,TX,CHRISTUS Health Plan,66252TX0040013,HMO,Silver,11024,1851,12.8%,16.8%
Individual,TX,CHRISTUS Health Plan,66252TX0160001,HMO,Silver,23407,1761,12.8%,7.5%
Individual,TX,CHRISTUS Health Plan,66252TX0160002,HMO,Silver,9636,2146,12.8%,22.3%
Individual,TX,CHRISTUS Health Plan,66252TX0160003,HMO,Silver,28068,4272,12.8%,15.2%
Individual,TX,CHRISTUS Health Plan,66252TX0160007,HMO,Silver,2483,183,12.8%,7.4%
Individual,TX,CHRISTUS Health Plan,66252TX0160009,HMO,Silver,354,50,12.8%,14.1%
Individual,TX,CHRISTUS Health Plan,66252TX0160012,HMO,Silver,4809,489,12.8%,10.2%
Individual,TX,CHRISTUS Health Plan,66252TX0160013,HMO,Silver,9149,1322,12.8%,14.4%
Individual,TX,CHRISTUS Health Plan,66252TX0280001,HMO,Silver,19157,1508,12.8%,7.9%
Individual,TX,CHRISTUS Health Plan,66252TX0280002,HMO,Silver,36578,8424,12.8%,23.0%
Individual,TX,CHRISTUS Health Plan,66252TX0280003,HMO,Silver,54283,8113,12.8%,14.9%
Individual,TX,CHRISTUS Health Plan,66252TX0280006,HMO,Silver,854,173,12.8%,20.3%
Individual,TX,CHRISTUS Health Plan,66252TX0280007,HMO,Silver,1376,131,12.8%,9.5%
Individual,TX,CHRISTUS Health Plan,66252TX0280009,HMO,Silver,914,65,12.8%,7.1%
Individual,TX,CHRISTUS Health Plan,66252TX0280012,HMO,Silver,5898,896,12.8%,15.2%
Individual,TX,CHRISTUS Health Plan,66252TX0280013,HMO,Silver,77970,10775,12.8%,13.8%
Individual,TX,Celtic Insurance Company,29418TX0140064,EPO,Gold,361664,48946,58.5%,13.5%
Individual,TX,Celtic Insurance Company,29418TX0140102,EPO,Gold,1017799,127652,58.5%,12.5%
Individual,TX,Celtic Insurance Company,29418TX0140109,EPO,Gold,269904,37404,58.5%,13.9%
Individual,TX,Celtic Insurance Company,29418TX0160020,EPO,Gold,134551,18261,58.5%,13.6%
Individual,TX,Celtic Insurance Company,29418TX0160102,EPO,Gold,260364,35605,58.5%,13.7%
Individual,TX,Celtic Insurance Company,29418TX0140019,EPO,Silver,1211772,148054,58.5%,12.2%
Individual,TX,Celtic Insurance Company,29418TX0140100,EPO,Silver,7393841,799362,58.5%,10.8%
Individual,TX,Celtic Insurance Company,29418TX0140108,EPO,Silver,2726805,326225,58.5%,12.0%
Individual,TX,Celtic Insurance Company,29418TX0160038,EPO,Silver,637356,82481,58.5%,12.9%
Individual,TX,Celtic Insurance Company,29418TX0160100,EPO,Silver,1875525,214145,58.5%,11.4%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010015,HMO,Bronze Expanded,129672,27750,59.0%,21.4%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010016,HMO,Bronze Expanded,144597,31282,59.0%,21.6%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010018,HMO,Bronze Expanded,56025,12211,59.0%,21.8%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010029,HMO,Bronze Expanded,86722,17983,59.0%,20.7%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010025,HMO,Gold,245390,52101,59.0%,21.2%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010026,HMO,Gold,456517,108259,59.0%,23.7%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010031,HMO,Gold,214457,45178,59.0%,21.1%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010021,HMO,Silver,1858866,439088,59.0%,23.6%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010024,HMO,Silver,2552989,539472,59.0%,21.1%
Individual,TX,"Cigna HealthCare of Texas, Inc.",76589TX0010030,HMO,Silver,108016,21348,59.0%,19.8%
Individual,TX,Community First Insurance Plans,63251TX0010001,EPO,Gold,5728,2079,62.5%,36.3%
Individual,TX,Community First Insurance Plans,63251TX0010002,EPO,Gold,302,59,62.5%,19.5%
Individual,TX,Community First Insurance Plans,63251TX0020001,EPO,Silver,80606,20112,62.5%,25.0%
Individual,TX,Community First Insurance Plans,63251TX0020002,EPO,Silver,6273,1547,62.5%,24.7%
Individual,TX,"Community Health Choice, Inc.",27248TX0010003,HMO,Bronze Expanded,251689,56054,23.8%,22.3%
Individual,TX,"Community Health Choice, Inc.",27248TX0010016,HMO,Bronze Expanded,66206,13592,23.8%,20.5%
Individual,TX,"Community Health Choice, Inc.",27248TX0010018,HMO,Bronze Expanded,135995,29374,23.8%,21.6%
Individual,TX,"Community Health Choice, Inc.",27248TX0010005,HMO,Gold,1121951,210175,23.8%,18.7%
Individual,TX,"Community Health Choice, Inc.",27248TX0010021,HMO,Gold,143784,26868,23.8%,18.7%
Individual,TX,"Community Health Choice, Inc.",27248TX0010022,HMO,Gold,376593,75991,23.8%,20.2%
Individual,TX,"Community Health Choice, Inc.",27248TX0010012,HMO,Silver,550259,107065,23.8%,19.5%
Individual,TX,"Community Health Choice, Inc.",27248TX0010019,HMO,Silver,3006808,482983,23.8%,16.1%
Individual,TX,"Community Health Choice, Inc.",27248TX0010020,HMO,Silver,458255,84482,23.8%,18.4%
Individual,TX,"Imperial Insurance Companies, Inc.",34826TX0010001,HMO,Gold,0,0,0.0%,0.0%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010006,EPO,Bronze Expanded,8349,1600,76.9%,19.2%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010007,EPO,Bronze Expanded,9583,2462,76.9%,25.7%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010010,EPO,Bronze Expanded,8693,1899,76.9%,21.8%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010001,EPO,Gold,19498,4855,76.9%,24.9%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010002,EPO,Gold,20193,5026,76.9%,24.9%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010009,EPO,Gold,4790,1529,76.9%,31.9%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010003,EPO,Silver,5515,1369,76.9%,24.8%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010004,EPO,Silver,1544,402,76.9%,26.0%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010005,EPO,Silver,4368,1659,76.9%,38.0%
Individual,TX,"Moda Health Plan, Inc.",17933TX0010008,EPO,Silver,10876,3037,76.9%,27.9%
Individual,TX,"Molina Healthcare of Texas, Inc.",45786TX0020001,HMO,Gold,214929,59639,36.4%,27.7%
Individual,TX,"Molina Healthcare of Texas, Inc.",45786TX0020010,HMO,Gold,115852,33984,36.4%,29.3%
Individual,TX,"Molina Healthcare of Texas, Inc.",45786TX0050001,HMO,Gold,81213,23295,36.4%,28.7%
Individual,TX,"Molina Healthcare of Texas, Inc.",45786TX0020002,HMO,Silver,539523,144700,36.4%,26.8%
Individual,TX,"Molina Healthcare of Texas, Inc.",45786TX0020011,HMO,Silver,268501,74031,36.4%,27.6%
Individual,TX,"Molina Healthcare of Texas, Inc.",45786TX0050002,HMO,Silver,97168,27111,36.4%,27.9%
Individual,TX,Oscar Insurance Company,20069TX0100005,EPO,Bronze Expanded,607031,117316,52.3%,19.3%
Individual,TX,Oscar Insurance Company,20069TX0100024,EPO,Bronze Expanded,220797,42028,52.3%,19.0%
Individual,TX,Oscar Insurance Company,20069TX0100050,EPO,Bronze Expanded,165558,29273,52.3%,17.7%
Individual,TX,Oscar Insurance Company,20069TX0100053,EPO,Gold,287455,51174,52.3%,17.8%
Individual,TX,Oscar Insurance Company,20069TX0100006,EPO,Silver,187616,32161,52.3%,17.1%
Individual,TX,Oscar Insurance Company,20069TX0100025,EPO,Silver,278850,48133,52.3%,17.3%
Individual,TX,Oscar Insurance Company,20069TX0100052,EPO,Silver,98685,17792,52.3%,18.0%
Individual,TX,Scott and White Health Plan,40788TX0460006,HMO,Bronze Expanded,72421,12571,64.8%,17.4%
Individual,TX,Scott and White Health Plan,40788TX0460007,HMO,Bronze Expanded,38487,7784,64.8%,20.2%
Individual,TX,Scott and White Health Plan,40788TX0460009,HMO,Bronze Expanded,213564,38206,64.8%,17.9%
Individual,TX,Scott and White Health Plan,40788TX0460001,HMO,Gold,52829,11965,64.8%,22.6%
Individual,TX,Scott and White Health Plan,40788TX0460004,HMO,Gold,131409,23549,64.8%,17.9%
Individual,TX,Scott and White Health Plan,40788TX0460012,HMO,Gold,596497,100945,64.8%,16.9%
Individual,TX,Scott and White Health Plan,40788TX0460003,HMO,Silver,1905089,394989,64.8%,20.7%
Individual,TX,Scott and White Health Plan,40788TX0460005,HMO,Silver,455071,78958,64.8%,17.4%
Individual,TX,Scott and White Health Plan,40788TX0460008,HMO,Silver,1745878,324412,64.8%,18.6%
Individual,TX,"Sendero Health Plans, Inc.",71837TX0010008,HMO,Bronze Expanded,22327,5696,0.0%,25.5%
Individual,TX,"Sendero Health Plans, Inc.",71837TX0010020,HMO,Bronze Expanded,7110,2092,0.0%,29.4%
Individual,TX,"Sendero Health Plans, Inc.",71837TX0010002,HMO,Gold,21022,5504,0.0%,26.2%
Individual,TX,"Sendero Health Plans, Inc.",71837TX0010018,HMO,Gold,9055,2312,0.0%,25.5%
Individual,TX,"Sendero Health Plans, Inc.",71837TX0010001,HMO,Silver,95948,23569,0.0%,24.6%
Individual,TX,"Sendero Health Plans, Inc.",71837TX0010017,HMO,Silver,1517,378,0.0%,24.9%
Individual,TX,Superior Health Plan,87226TX0060012,HMO,Gold,90232,20646,57.5%,22.9%
Individual,TX,Superior Health Plan,87226TX0070012,HMO,Gold,3234,472,57.5%,14.6%
Individual,TX,Superior Health Plan,87226TX0080012,HMO,Gold,6609,1040,57.5%,15.7%
Individual,TX,Superior Health Plan,87226TX0100012,HMO,Gold,90343,15441,57.5%,17.1%
Individual,TX,Superior Health Plan,87226TX0060007,HMO,Silver,54136,9477,57.5%,17.5%
Individual,TX,Superior Health Plan,87226TX0060009,HMO,Silver,321118,51486,57.5%,16.0%
Individual,TX,Superior Health Plan,87226TX0060011,HMO,Silver,110122,18849,57.5%,17.1%
Individual,TX,Superior Health Plan,87226TX0070007,HMO,Silver,5794,898,57.5%,15.5%
Individual,TX,Superior Health Plan,87226TX0070009,HMO,Silver,7812,1380,57.5%,17.7%
Individual,TX,Superior Health Plan,87226TX0070011,HMO,Silver,2177,255,57.5%,11.7%
Individual,TX,Superior Health Plan,87226TX0080007,HMO,Silver,8469,1367,57.5%,16.1%
Individual,TX,Superior Health Plan,87226TX0080009,HMO,Silver,11708,2789,57.5%,23.8%
Individual,TX,Superior Health Plan,87226TX0080011,HMO,Silver,9037,1254,57.5%,13.9%
Individual,TX,Superior Health Plan,87226TX0100007,HMO,Silver,154513,24443,57.5%,15.8%
Individual,TX,Superior Health Plan,87226TX0100009,HMO,Silver,3317729,486445,57.5%,14.7%
Individual,TX,Superior Health Plan,87226TX0100011,HMO,Silver,1011857,156731,57.5%,15.5%
Individual,TX,"UnitedHealthcare of Texas, Inc.",40220TX0080010,HMO,Bronze Expanded,480986,101098,34.6%,21.0%
Individual,TX,"UnitedHealthcare of Texas, Inc.",40220TX0080015,HMO,Bronze Expanded,175875,31939,34.6%,18.2%
Individual,TX,"UnitedHealthcare of Texas, Inc.",40220TX0080013,HMO,Gold,1383996,248866,34.6%,18.0%
Individual,TX,"UnitedHealthcare of Texas, Inc.",40220TX0080024,HMO,Gold,43489,7541,34.6%,17.3%
Individual,TX,"UnitedHealthcare of Texas, Inc.",40220TX0080020,HMO,Silver,67445,10309,34.6%,15.3%
Individual,UT,BridgeSpan Health Company,34541UT0280007,HMO,Bronze Expanded,653,164,0.0%,25.1%
Individual,UT,BridgeSpan Health Company,34541UT0280005,HMO,Gold,431,48,0.0%,11.1%
Individual,UT,BridgeSpan Health Company,34541UT0280006,HMO,Silver,1153,406,0.0%,35.2%
Individual,UT,Molina Healthcare of Utah,18167UT0010001,HMO,Gold,8582,2542,73.0%,29.6%
Individual,UT,Molina Healthcare of Utah,18167UT0010008,HMO,Gold,820,271,73.0%,33.0%
Individual,UT,Molina Healthcare of Utah,18167UT0040001,HMO,Gold,3158,896,73.0%,28.4%
Individual,UT,Molina Healthcare of Utah,18167UT0010002,HMO,Silver,35524,9932,73.0%,28.0%
Individual,UT,Molina Healthcare of Utah,18167UT0010009,HMO,Silver,458,108,73.0%,23.6%
Individual,UT,Molina Healthcare of Utah,18167UT0040002,HMO,Silver,6713,1843,73.0%,27.5%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2650007,EPO,Bronze Expanded,26607,4068,12.3%,15.3%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2650008,EPO,Bronze Expanded,18343,2164,12.3%,11.8%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2650012,EPO,Bronze Expanded,24137,3137,12.3%,13.0%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2650010,EPO,Gold,12247,1797,12.3%,14.7%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2630003,EPO,Silver,16080,2088,12.3%,13.0%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2630017,EPO,Silver,231135,32289,12.3%,14.0%
Individual,UT,Regence BlueCross BlueShield of Utah,22013UT2650011,EPO,Silver,28857,3488,12.3%,12.1%
Individual,UT,"SelectHealth, Inc.",68781UT0020025,HMO,Bronze Expanded,318468,62715,32.2%,19.7%
Individual,UT,"SelectHealth, Inc.",68781UT0200009,HMO,Bronze Expanded,669044,128236,32.2%,19.2%
Individual,UT,"SelectHealth, Inc.",68781UT0200010,HMO,Bronze Expanded,438890,68068,32.2%,15.5%
Individual,UT,"SelectHealth, Inc.",68781UT0200019,HMO,Bronze Expanded,6553,1002,32.2%,15.3%
Individual,UT,"SelectHealth, Inc.",68781UT0020007,HMO,Gold,34256,6100,32.2%,17.8%
Individual,UT,"SelectHealth, Inc.",68781UT0020023,HMO,Gold,51731,10090,32.2%,19.5%
Individual,UT,"SelectHealth, Inc.",68781UT0200017,HMO,Gold,420,81,32.2%,19.3%
Individual,UT,"SelectHealth, Inc.",68781UT0200020,HMO,Gold,479,87,32.2%,18.2%
Individual,UT,"SelectHealth, Inc.",68781UT0200022,HMO,Gold,1296,279,32.2%,21.5%
Individual,UT,"SelectHealth, Inc.",68781UT0200030,HMO,Gold,7008,1559,32.2%,22.2%
Individual,UT,"SelectHealth, Inc.",68781UT0200034,HMO,Platinum,3841,767,32.2%,20.0%
Individual,UT,"SelectHealth, Inc.",68781UT0200035,HMO,Platinum,1471,229,32.2%,15.6%
Individual,UT,"SelectHealth, Inc.",68781UT0200037,HMO,Platinum,10906,2510,32.2%,23.0%
Individual,UT,"SelectHealth, Inc.",68781UT0200038,HMO,Platinum,13300,2747,32.2%,20.7%
Individual,UT,"SelectHealth, Inc.",68781UT0020024,HMO,Silver,754972,148105,32.2%,19.6%
Individual,UT,"SelectHealth, Inc.",68781UT0200007,HMO,Silver,1470672,293138,32.2%,19.9%
Individual,UT,"SelectHealth, Inc.",68781UT0200014,HMO,Silver,435133,96399,32.2%,22.2%
Individual,UT,"SelectHealth, Inc.",68781UT0200018,HMO,Silver,3607,471,32.2%,13.1%
Individual,UT,"SelectHealth, Inc.",68781UT0200021,HMO,Silver,2914,488,32.2%,16.7%
Individual,UT,"SelectHealth, Inc.",68781UT0200023,HMO,Silver,3097,724,32.2%,23.4%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060003,EPO,Bronze Expanded,199661,37635,40.8%,18.8%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060021,EPO,Bronze Expanded,17910,3415,40.8%,19.1%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060024,EPO,Bronze Expanded,2406,442,40.8%,18.4%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060027,EPO,Bronze Expanded,4388,897,40.8%,20.4%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060001,EPO,Gold,28606,5695,40.8%,19.9%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060019,EPO,Gold,19777,3758,40.8%,19.0%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060022,EPO,Gold,4896,674,40.8%,13.8%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060025,EPO,Gold,2658,575,40.8%,21.6%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060002,EPO,Silver,132246,25486,40.8%,19.3%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060020,EPO,Silver,25291,4908,40.8%,19.4%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060023,EPO,Silver,10189,1578,40.8%,15.5%
Individual,UT,University of Utah Health Insurance Plans,42261UT0060026,EPO,Silver,6439,1209,40.8%,18.8%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010009,HMO,Bronze Expanded,101404,10779,30.6%,10.6%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010011,HMO,Bronze Expanded,35113,4043,30.6%,11.5%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0020003,POS,Bronze Expanded,10599,1175,30.6%,11.1%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010008,HMO,Catastrophic,692,81,30.6%,11.7%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010007,HMO,Gold,62323,7358,30.6%,11.8%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010015,HMO,Gold,20174,2245,30.6%,11.1%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010001,HMO,Silver,25286,3524,30.6%,13.9%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010012,HMO,Silver,16691,2223,30.6%,13.3%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0010013,HMO,Silver,53144,5473,30.6%,10.3%
Individual,WI,"Aspirus Health Plan, Inc.",86584WI0020001,POS,Silver,1461,201,30.6%,13.8%
Individual,WI,Chorus Community Health Plans,14630WI0010005,EPO,Bronze Expanded,16594,1311,48.1%,7.9%
Individual,WI,Chorus Community Health Plans,14630WI0010010,EPO,Bronze Expanded,33940,3087,48.1%,9.1%
Individual,WI,Chorus Community Health Plans,14630WI0010008,EPO,Catastrophic,353,33,48.1%,9.3%
Individual,WI,Chorus Community Health Plans,14630WI0010004,EPO,Gold,14825,1225,48.1%,8.3%
Individual,WI,Chorus Community Health Plans,14630WI0010014,EPO,Gold,3524,280,48.1%,7.9%
Individual,WI,Chorus Community Health Plans,14630WI0010003,EPO,Silver,63926,5662,48.1%,8.9%
Individual,WI,Chorus Community Health Plans,14630WI0010007,EPO,Silver,6352,521,48.1%,8.2%
Individual,WI,Chorus Community Health Plans,14630WI0010013,EPO,Silver,22291,2222,48.1%,10.0%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030003,EPO,Bronze Expanded,503030,78674,33.5%,15.6%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030027,EPO,Bronze Expanded,134798,22248,33.5%,16.5%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0060015,EPO,Bronze Expanded,7218,1175,33.5%,16.3%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0060023,EPO,Bronze Expanded,58412,10463,33.5%,17.9%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030026,EPO,Catastrophic,5090,882,33.5%,17.3%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030005,EPO,Gold,9712,1604,33.5%,16.5%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030017,EPO,Gold,15463,2660,33.5%,17.2%
Individual,WI,Common Ground Healthcare Cooperative,87416WI0030043,EPO,Gold,45120,8507,33.5%,18.9%
