Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0400017,Returning,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,4280,75688,1590,7586,50,1887,150,**,806,23,**,32,218,**,535,7406,1291,188
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0400018,Returning,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,423,10361,259,787,**,469,20,**,71,**,**,11,**,**,81,857,137,17
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0400021,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,9934,116307,4086,12161,227,2560,168,**,1412,11,**,29,345,**,1209,13073,4742,600
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0400022,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,2611,42247,1343,2992,125,951,63,**,283,**,**,**,76,**,327,3578,1173,154
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0400023,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,13420,167756,4778,15606,186,3256,180,**,1773,29,**,31,334,**,1538,16499,5636,652
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0400024,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,3447,57891,1485,4923,196,1641,80,**,433,**,**,11,164,**,365,5346,1483,192
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410001,Returning,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,5693,246648,3165,70998,54,49418,7051,1667,19304,**,**,**,5629,**,1022,39476,961,104
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410002,Returning,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,1753,104041,1165,30802,**,21508,4386,906,8644,**,**,18,2285,**,315,15410,327,41
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410005,Returning,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,4995,651188,3139,201703,233,138523,22265,4469,59622,**,**,21,23633,**,1637,93188,907,129
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410008,Returning,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,3843,251440,2630,72726,71,47269,6537,947,17652,15,**,94,8950,**,1604,39555,632,92
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410009,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,5187,182403,2834,50747,75,37081,5480,1371,13963,35,**,19,5104,**,1315,26292,1297,137
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410010,Returning,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,526,75375,384,22886,**,15953,3101,442,6358,**,**,**,1702,**,171,11496,110,21
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410011,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,4824,127811,3200,35010,12,25412,3558,1166,10508,**,**,13,3983,**,966,18014,1267,177
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410012,Returning,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,3476,137646,2170,39028,24,29739,4773,1237,12030,**,**,**,3542,**,736,18876,849,109
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410016,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410017,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410018,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410019,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410020,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410021,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410022,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410023,New,EPO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410024,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410027,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410028,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410029,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410030,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410038,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410039,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410040,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410041,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410042,New,EPO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410044,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410045,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410046,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410047,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410048,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410049,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410050,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410051,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410055,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0410056,New,EPO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0430001,New,HMO,QHP,Gold,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0430002,New,HMO,QHP,Silver,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,Blue Cross and Blue Shield of NC,11512,No,No,11512NC0430003,New,HMO,QHP,Bronze Expanded,https://www.bluecrossnc.com/members/health-plans/forms-resources/transparency-coverage,828734,18257563,280629,3451238,16305,1483453,1861,665,35.7,77,41,53.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0010011,Returning,HMO,QHP,Catastrophic,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,80,312,53,27,**,12,**,48,**,**,**,**,**,**,19,**,24,**
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0010045,Returning,HMO,QHP,Silver,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,244,1954,179,511,**,28,46,99,73,**,**,185,**,**,249,27,33,**
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0010050,Returning,HMO,QHP,Bronze Expanded,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,775,4159,435,985,44,97,48,326,103,37,**,173,22,**,679,30,151,32
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0010052,Returning,HMO,QHP,Silver,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,947,4222,717,848,**,58,128,520,78,41,**,202,**,**,588,**,126,29
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0010053,Returning,HMO,QHP,Gold,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,894,12569,640,2794,**,736,255,499,234,114,**,639,**,**,1659,27,145,20
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020021,Returning,HMO,QHP,Bronze Expanded,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,940,2677,602,539,**,17,36,553,130,19,**,153,**,**,222,17,145,48
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020024,Returning,HMO,QHP,Bronze Expanded,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,1003,3060,634,707,26,11,51,570,68,31,**,196,**,**,412,**,174,38
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020025,Returning,HMO,QHP,Silver,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,2365,8790,1597,1523,65,139,168,1320,231,68,**,469,**,**,775,72,363,80
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020030,Returning,HMO,QHP,Silver,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,1356,5332,1003,1112,14,83,156,966,160,23,**,398,**,**,382,24,259,66
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020050,Returning,HMO,QHP,Bronze Expanded,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,1434,2670,1046,550,**,23,79,747,83,14,**,112,**,**,557,**,157,49
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020052,Returning,HMO,QHP,Silver,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,481,1713,313,299,**,15,28,280,30,24,**,103,**,**,142,**,84,16
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020053,Returning,HMO,QHP,Gold,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,304,1555,226,316,**,42,49,158,59,11,**,89,**,**,174,**,33,**
Individual,SBE-FP,IL,"Oscar Health Plan, Inc.",11574,No,No,11574IL0020060,New,HMO,QHP,Silver,https://hioscar.com/il_tic_2025,10823,49013,7445,10211,174,1261,722,238,33,11,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Community Health Choice Texas, Inc.",11718,Yes,No,11718TX0140016,New,HMO,QHP,Bronze Expanded,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Community Health Choice Texas, Inc.",11718,Yes,No,11718TX0140018,New,HMO,QHP,Bronze Expanded,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Community Health Choice Texas, Inc.",11718,Yes,No,11718TX0140019,New,HMO,QHP,Silver,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TX,"Community Health Choice Texas, Inc.",11718,Yes,No,11718TX0140020,New,HMO,QHP,Silver,https://www.communityhealthchoice.org/health-insurance-marketplace/transparency-in-coverage-2025/,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
