Individual Marketplace Medical Qualified Health Plans (QHPs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Legend 
*                              Data not available for this issuer/plan
Individual,FFE,AK,BEST Life and Health Insurance Company,74819,No,Yes,74819AK0020010,Returning,PPO,SADP,Low,https://www.bestlife.com/ak/index.html,65,25,35,15,**,**,**,**,**,**,**,**,22,**,13,**,**,**,**,**,**,**,**,**,**,**,**,645,126
Individual,FFE,AK,BEST Life and Health Insurance Company,74819,No,Yes,74819AK0020011,New,PPO,SADP,High,https://www.bestlife.com/ak/index.html,65,25,35,15,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AK,BEST Life and Health Insurance Company,74819,No,Yes,74819AK0020012,New,PPO,SADP,Low,https://www.bestlife.com/ak/index.html,65,25,35,15,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230001,Returning,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,**,100,**,23,**,**,**,**,11,**,**,**,**,12,**,**,**
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230002,Returning,PPO,SADP,Low,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,239,7327,92,1491,**,**,**,**,883,**,79,**,**,227,386,1786,281
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230003,Returning,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,59,1978,16,315,**,**,**,**,186,**,79,**,**,44,16,422,67
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230004,Returning,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,64,3096,18,492,**,**,**,**,302,**,94,**,**,80,25,697,86
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230005,Returning,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,47,838,**,134,**,**,**,**,92,**,**,**,**,41,**,139,20
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230006,Returning,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,86,2418,27,457,**,**,**,**,281,**,76,**,**,121,**,435,63
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230007,New,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,AR,USAble Mutual Insurance Company,75293,No,No,75293AR1230008,New,PPO,SADP,High,https://www.arkansasbluecross.com/members/individual-and-family/member-rights/transparency-in-coverage,39719,5906543,14822,959814,186,224047,7480,2341,31.3,23,12,52.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,ND,BEST Life and Health Insurance Company,75329,No,Yes,75329ND0020003,Returning,PPO,SADP,High,https://www.bestlife.com/nd/index.html,101,15,52,**,**,**,**,**,**,**,**,**,46,**,21,**,**,**,**,**,12,**,**,**,**,**,**,195,28
Individual,FFE,ND,BEST Life and Health Insurance Company,75329,No,Yes,75329ND0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/nd/index.html,101,15,52,**,**,**,**,**,**,**,**,**,23,12,14,**,**,**,**,**,**,**,**,**,**,**,**,575,92
Individual,FFE,ND,BEST Life and Health Insurance Company,75329,No,Yes,75329ND0020007,New,PPO,SADP,High,https://www.bestlife.com/nd/index.html,101,15,52,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,ND,BEST Life and Health Insurance Company,75329,No,Yes,75329ND0020008,New,PPO,SADP,Low,https://www.bestlife.com/nd/index.html,101,15,52,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,WV,Delta Dental of West Virginia,76526,No,Yes,76526WV0010004,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1891,9096,121,2293,108,224,22,**,**,**,**,**,789,4625,89,1193,45,116,**,325,665,**,132,236,**,65,162,1283,215
Individual,SPE,WV,Delta Dental of West Virginia,76526,No,Yes,76526WV0010006,Returning,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1891,9096,121,2293,108,224,22,**,**,**,**,**,1102,4471,32,1100,63,108,**,402,536,**,99,203,**,25,46,1342,247
Individual,FFE,AZ,BEST Life and Health Insurance Company,77352,No,Yes,77352AZ0020003,Returning,PPO,SADP,High,https://www.bestlife.com/az/index.html,14,49,**,25,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,79,12
Individual,FFE,AZ,BEST Life and Health Insurance Company,77352,No,Yes,77352AZ0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/az/index.html,14,49,**,25,**,**,**,**,**,**,**,**,**,13,**,**,**,**,**,**,**,**,**,**,**,**,**,85,15
Individual,FFE,AZ,BEST Life and Health Insurance Company,77352,No,Yes,77352AZ0020007,New,PPO,SADP,High,https://www.bestlife.com/az/index.html,14,49,**,25,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,BEST Life and Health Insurance Company,77352,No,Yes,77352AZ0020008,New,PPO,SADP,Low,https://www.bestlife.com/az/index.html,14,49,**,25,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,LA,BEST Life and Health Insurance Company,78461,No,Yes,78461LA0020003,Returning,PPO,SADP,High,https://www.bestlife.com/la/index.html,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,137,37
Individual,FFE,LA,BEST Life and Health Insurance Company,78461,No,Yes,78461LA0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/la/index.html,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,85,15
Individual,FFE,LA,BEST Life and Health Insurance Company,78461,No,Yes,78461LA0020007,New,PPO,SADP,High,https://www.bestlife.com/la/index.html,**,**,**,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,LA,BEST Life and Health Insurance Company,78461,No,Yes,78461LA0020008,New,PPO,SADP,Low,https://www.bestlife.com/la/index.html,**,**,**,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,WI,"Delta Dental of Wisconsin, Inc.",79597,No,Yes,79597WI0030001,Returning,PPO,SADP,High,https://www.deltadentalwi.com/s/transparency-in-coverage,2173,68332,691,13311,113,1998,**,**,**,**,**,**,270,9259,86,2164,**,248,35,**,882,**,25,223,**,265,845,1729,211
Individual,FFE,WI,"Delta Dental of Wisconsin, Inc.",79597,No,Yes,79597WI0030002,Returning,PPO,SADP,Low,https://www.deltadentalwi.com/s/transparency-in-coverage,2173,68332,691,13311,113,1998,**,**,**,**,**,**,599,14961,181,2964,33,387,21,**,1107,44,18,484,**,445,1088,3052,363
Individual,FFE,WI,"Delta Dental of Wisconsin, Inc.",79597,No,Yes,79597WI0030003,Returning,PPO,SADP,Low,https://www.deltadentalwi.com/s/transparency-in-coverage,2173,68332,691,13311,113,1998,**,**,**,**,**,**,1304,44112,424,8183,73,1363,25,**,4677,17,**,1484,**,1441,980,11464,1525
Individual,FFE,WY,Renaissance Life & Health Insurance Company of America,80132,No,Yes,80132WY0040003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,5786,4719,2038,1193,480,285,**,**,**,**,**,**,1789,1521,624,374,165,80,**,1001,124,**,12,29,**,46,250,860,123
Individual,FFE,WY,Renaissance Life & Health Insurance Company of America,80132,No,Yes,80132WY0040004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,5786,4719,2038,1193,480,285,**,**,**,**,**,**,3939,3190,1381,819,307,205,**,2145,301,**,76,130,**,113,518,1738,263
Individual,FFE,WY,Renaissance Life & Health Insurance Company of America,80132,No,Yes,80132WY0050003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,5786,4719,2038,1193,480,285,**,**,**,**,**,**,52,**,33,**,**,**,**,55,**,**,**,**,**,**,**,**,0
Individual,FFE,WY,Renaissance Life & Health Insurance Company of America,80132,No,Yes,80132WY0050004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,5786,4719,2038,1193,480,285,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,0
Individual,FFE,OK,Guardian Life Insurance Company of America,81457,No,Yes,81457OK0070005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2709,10505,1653,4399,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,OK,Guardian Life Insurance Company of America,81457,No,Yes,81457OK0080005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2709,10505,1653,4399,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,OK,Guardian Life Insurance Company of America,81457,No,Yes,81457OK0090005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2709,10505,1653,4399,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,OK,Guardian Life Insurance Company of America,81457,No,Yes,81457OK0100005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,2709,10505,1653,4399,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,AZ,UnitedHealthcare Insurance Company,82011,Yes,Yes,82011AZ0110001,New,PPO,SADP,High,https://www.solsticecare.com/claimsFaq.aspx,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,TN,Humana Insurance Company,82120,No,Yes,82120TN0630004,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,5462,34660,1651,9144,83,434,14,**,**,**,**,**,965,6125,286,1258,21,82,**,190,1258,29,**,268,**,**,232,1749,299
Individual,FFE,TN,Humana Insurance Company,82120,No,Yes,82120TN0630005,Returning,PPO,SADP,High,https://www.humana.com/member/plain-language-policy,5462,34660,1651,9144,83,434,14,**,**,**,**,**,2907,20032,778,4992,49,261,**,1039,3881,239,260,1255,**,**,1455,3691,633
Individual,FFE,TN,Humana Insurance Company,82120,No,Yes,82120TN0630006,Returning,PPO,SADP,Low,https://www.humana.com/member/plain-language-policy,5462,34660,1651,9144,83,434,14,**,**,**,**,**,1590,8503,587,2894,13,91,**,466,3116,12,**,637,**,**,335,2644,605
Individual,FFE,AL,Delta Dental Insurance Company,82285,No,Yes,82285AL0010004,Returning,PPO,SADP,High,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1450,16002,**,4814,43,399,54,**,**,**,**,**,625,6789,**,2058,32,186,**,220,1235,**,175,165,**,121,235,1507,339
Individual,FFE,AL,Delta Dental Insurance Company,82285,No,Yes,82285AL0010006,Returning,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1450,16002,**,4814,43,399,54,**,**,**,**,**,825,9213,**,2756,11,213,**,165,1523,**,123,376,**,225,528,2102,445
Individual,FFE,AL,Delta Dental Insurance Company,82285,No,Yes,82285AL0010007,New,PPO,SADP,Low,https://www.deltadentalins.com/hcx/how-your-marketplace-plan-works.html,1450,16002,**,4814,43,399,54,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,NC,TRUASSURE INSURANCE COMPANY,82612,No,Yes,82612NC0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,2320,3401,455,711,44,96,**,**,**,**,**,**,1292,2208,248,449,17,60,**,**,**,**,**,85,**,**,611,2097,398
Individual,FFE,NC,TRUASSURE INSURANCE COMPANY,82612,No,Yes,82612NC0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,2320,3401,455,711,44,96,**,**,**,**,**,**,1028,1193,207,262,27,36,**,**,**,**,**,52,**,**,417,963,215
Individual,FFE,NC,TRUASSURE INSURANCE COMPANY,82612,No,Yes,82612NC0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,2320,3401,455,711,44,96,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,MO,TRUASSURE INSURANCE COMPANY,82905,No,Yes,82905MO0010001,Returning,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,574,1145,111,395,**,43,**,**,**,**,**,**,123,122,24,24,**,**,**,**,**,**,**,20,**,**,28,167,27
Individual,FFE,MO,TRUASSURE INSURANCE COMPANY,82905,No,Yes,82905MO0020001,Returning,PPO,SADP,High,https://www.truassure.com/aca-plans.html,574,1145,111,395,**,43,**,**,**,**,**,**,451,1023,87,371,**,43,**,**,**,**,**,56,**,**,401,207,37
Individual,FFE,MO,TRUASSURE INSURANCE COMPANY,82905,No,Yes,82905MO0050001,New,PPO,SADP,Low,https://www.truassure.com/aca-plans.html,574,1145,111,395,**,43,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,IN,BEST Life and Health Insurance Company,83557,No,Yes,83557IN0020003,Returning,PPO,SADP,High,https://www.bestlife.com/IN/index.html,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,57,16
Individual,FFE,IN,BEST Life and Health Insurance Company,83557,No,Yes,83557IN0020006,Returning,PPO,SADP,Low,https://www.bestlife.com/IN/index.html,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,75,17
Individual,FFE,IN,BEST Life and Health Insurance Company,83557,No,Yes,83557IN0020007,New,PPO,SADP,High,https://www.bestlife.com/IN/index.html,**,**,**,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,IN,BEST Life and Health Insurance Company,83557,No,Yes,83557IN0020008,New,PPO,SADP,Low,https://www.bestlife.com/IN/index.html,**,**,**,**,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,BEST Life and Health Insurance Company,84033,No,Yes,84033IL0020001,Returning,PPO,SADP,Low,https://www.bestlife.com/il/index.html,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,142,32
Individual,FFE,MS,Renaissance Life & Health Insurance Company of America,84254,No,Yes,84254MS0050003,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,504,1164,196,337,52,69,**,**,**,**,**,**,393,660,161,217,42,41,**,231,36,**,12,24,**,18,181,234,51
Individual,FFE,MS,Renaissance Life & Health Insurance Company of America,84254,No,Yes,84254MS0060002,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,504,1164,196,337,52,69,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Individual,FFE,MS,Renaissance Life & Health Insurance Company of America,84254,No,Yes,84254MS0090001,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,504,1164,196,337,52,69,**,**,**,**,**,**,111,504,35,120,**,28,**,54,49,**,17,14,**,24,71,184,43
Individual,FFE,SC,The Guardian Life Insurance Company,84939,No,Yes,84939SC0170004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,8964,19597,6588,8437,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,The Guardian Life Insurance Company,84939,No,Yes,84939SC0180004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,8964,19597,6588,8437,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,The Guardian Life Insurance Company,84939,No,Yes,84939SC0190004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,8964,19597,6588,8437,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,SC,The Guardian Life Insurance Company,84939,No,Yes,84939SC0200004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,8964,19597,6588,8437,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,The Guardian Life Insurance Company,85099,No,Yes,85099IL0210005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,4311,9708,3512,4041,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,The Guardian Life Insurance Company,85099,No,Yes,85099IL0220005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,4311,9708,3512,4041,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,The Guardian Life Insurance Company,85099,No,Yes,85099IL0230005,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,4311,9708,3512,4041,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SBE-FP,IL,The Guardian Life Insurance Company,85099,No,Yes,85099IL0240004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,4311,9708,3512,4041,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Delta Dental Plan of Ohio, Inc.",86728,No,Yes,86728OH0340001,Returning,PPO,SADP,High,https://www.deltadentaloh.com/Member/Using-Your-Benefits/Affordable-Care-Act,2437,43002,1088,8564,175,2549,**,**,**,**,**,**,794,12481,378,2974,65,675,**,626,752,**,575,319,**,299,2212,2103,249
Individual,SPE,OH,"Delta Dental Plan of Ohio, Inc.",86728,No,Yes,86728OH0340002,Returning,PPO,SADP,Low,https://www.deltadentaloh.com/Member/Using-Your-Benefits/Affordable-Care-Act,2437,43002,1088,8564,175,2549,**,**,**,**,**,**,1637,30349,708,5556,110,1867,**,1138,1547,20,885,816,**,670,3993,5915,642
Individual,SPE,OH,"Delta Dental Plan of Ohio, Inc.",86728,No,Yes,86728OH0340003,New,PPO,SADP,High,https://www.deltadentaloh.com/Member/Using-Your-Benefits/Affordable-Care-Act,2437,43002,1088,8564,175,2549,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,SPE,OH,"Delta Dental Plan of Ohio, Inc.",86728,No,Yes,86728OH0360001,Returning,PPO,SADP,High,https://www.deltadentaloh.com/Member/Using-Your-Benefits/Affordable-Care-Act,2437,43002,1088,8564,175,2549,**,**,**,**,**,**,**,108,**,23,**,**,**,**,**,**,**,**,**,**,15,12,**
Individual,SPE,OH,"Delta Dental Plan of Ohio, Inc.",86728,No,Yes,86728OH0360002,Returning,PPO,SADP,Low,https://www.deltadentaloh.com/Member/Using-Your-Benefits/Affordable-Care-Act,2437,43002,1088,8564,175,2549,**,**,**,**,**,**,**,64,**,11,**,**,**,**,**,**,**,**,**,**,**,13,**
Individual,FFE,AZ,Cigna Health and Life Insurance Company,86830,No,Yes,86830AZ0050001,Returning,PPO,SADP,Low,https://www.cigna.com/ifp-transparency,1711,7004,623,2123,101,395,31,15,48.4,**,**,**,17,87,**,16,**,14,**,**,12,**,**,**,**,**,**,13,**
Individual,FFE,AZ,Cigna Health and Life Insurance Company,86830,No,Yes,86830AZ0050002,Returning,PPO,SADP,Low,https://www.cigna.com/ifp-transparency,1711,7004,623,2123,101,395,31,15,48.4,**,**,**,1694,6917,620,2107,101,381,**,**,1917,**,587,161,**,56,**,1351,177
Individual,SPE,UT,Renaissance Life & Health Insurance Company of America,87169,No,Yes,87169UT0040003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,627,7525,254,2125,66,729,**,**,**,**,**,**,291,3408,104,1022,16,295,**,145,321,**,170,113,**,140,701,578,64
Individual,SPE,UT,Renaissance Life & Health Insurance Company of America,87169,No,Yes,87169UT0040004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,627,7525,254,2125,66,729,**,**,**,**,**,**,263,3814,104,1074,31,359,**,147,299,**,125,149,**,93,775,663,85
Individual,SPE,UT,Renaissance Life & Health Insurance Company of America,87169,No,Yes,87169UT0050003,Returning,PPO,SADP,High,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,627,7525,254,2125,66,729,**,**,**,**,**,**,70,242,45,28,19,71,**,90,19,**,**,**,**,**,**,68,**
Individual,SPE,UT,Renaissance Life & Health Insurance Company of America,87169,No,Yes,87169UT0050004,Returning,PPO,SADP,Low,https://renaissancebenefits.com/understanding-your-benefits/affordable-care-act-coverage/,627,7525,254,2125,66,729,**,**,**,**,**,**,**,61,**,**,**,**,**,**,**,**,**,**,**,**,**,13,**
Individual,SBE-FP,IL,First Commonwealth Insurance Company,87304,No,Yes,87304IL0060009,New,HMO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,223,1977,223,1021,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,LA,Guardian Life Insurance Company of America,87390,No,Yes,87390LA0070008,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,629,851,333,344,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,LA,Guardian Life Insurance Company of America,87390,No,Yes,87390LA0080007,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,629,851,333,344,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Individual,FFE,LA,Guardian Life Insurance Company of America,87390,No,Yes,87390LA0090004,New,PPO,SADP,Low,https://assets.ctfassets.net/jrhizl9l7csx/2y3iIRUakhVeP1wDQHwOF4/b56aee5e05352bc966541cd5709492e3/Transparency_in_Coverage_2024.pdf,629,851,333,344,**,**,**,**,**,**,**,**,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
